"Hospital_ID,Hospital_Name,City,Hospital_Type,Beds,Daily_Patients,Avg_Wait_Time_Min,Contactless_Registration,Online_Appointment,Telemedicine,Digital_Health_Records,Cleanliness_Rating,Food_Service_Rating,Patient_Hospitality_Rating,CCTV_Coverage_Percentage,Security_Staff,Infection_Control_Score,Patient_Satisfaction,AI_Assisted_Services,Overall_Trend"
"H00347,Delhi Care Hospital 347,Hyderabad,Multispeciality,682.0,2182.0,147.0,No,No,Yes,Yes,4.8,4.5,2.7,89.0,14.0,100.0,4.9,Yes,Green Hospital"
"H00348,Delhi Care Hospital 348,Pune,Specialty,800.8190675017397,99.0,145.0,yes,No,Yes,Yes,3.8,4.2,4.2,37.0,96.0,79.0,3.5,YES,Smart Hospital"
"H00349,Mumbai Care Hospital 349,Kochi,Multispeciality,443.0,342.0,117.0,YES,No,Yes,No,2.5,3.5,5.0,61.0,36.0,62.0,2.2,No,Green Hospital"
"H00350,Kochi Care Hospital 350,Mumbai,Specialty,937.0,633.0,149.0,Yes,No,Yes,No,3.2,3.5,3.3,86.0,10.0,94.0,3.6,YES,Patient-Centric Care"
"H00351,Jaipur Care Hospital 351,Kochi,Private,907.0,1743.0,106.0,No,Yes,Yes,Yes,3.3,3.7,4.8,92.0,107.0,100.0,4.2,YES,AI Healthcare"
"H00352,Coimbatore Care Hospital 352,Hyderabad,Private,1281.0,1128.0,114.0,No,No,No,Yes,2.2,3.5,4.5,97.0,48.0,98.0,2.8,Yes,Digital Patient Care"
"H00353,Delhi Care Hospital 353,Bengaluru,Multispeciality,1321.0,1128.0,135.0,yes,No,Yes,No,3.6,4.3,3.5,72.0,8.0,97.0,2.6,YES,Smart Hospital"
"H00354,Mumbai Care Hospital 354,Kochi,Government,636.0,1128.0,102.0,YES,NO,Yes,Yes,3.7,4.0,3.3,67.0,19.0,80.0,3.5,No,Enhanced Security"
"H00355,Hyderabad Care Hospital 355,Delhi,Private,210.0,1539.0,35.0,YES,YES,No,Yes,3.5,3.9,2.5,75.0,16.0,50.0,4.9,Yes,Contactless Healthcare"
"H00356,Pune Care Hospital 356,Hyderabad,Government,365.0,1128.0,48.0,yes,No,No,Yes,4.3,4.6,2.4,67.0,108.0,73.0,3.5,Yes,Digital Patient Care"
"H00357,Pune Care Hospital 357,Hyderabad,Government,803.0,885.0,49.0,No,YES,No,No,2.7,3.0,2.1,78.0,205.0,71.0,4.7,No,Enhanced Security"
"H00358,Coimbatore Care Hospital 358,Mumbai,Multispeciality,432.0,171.0,95.0,yes,NO,Yes,No,3.5,3.8,3.2,76.0,156.0,81.0,2.5,yes,IoT Healthcare"
"H00359,Kochi Care Hospital 359,Delhi,Multispeciality,800.8190675017397,727.0,21.0,YES,Yes,No,Yes,4.7,2.2,4.4,54.0,54.0,78.0,3.0,yes,Unknown"
"H00360,Bengaluru Care Hospital 360,Bengaluru,Government,960.0,2106.0,24.0,YES,No,No,Yes,2.2,3.0,4.9,81.0,54.0,65.0,3.7,yes,Enhanced Security"
"H00361,Delhi Care Hospital 361,Mumbai,Government,799.0,1040.0,90.0,YES,NO,No,Yes,3.5,2.4,4.1,44.0,31.0,75.0,4.7,Yes,Digital Patient Care"
"H00362,Pune Care Hospital 362,Jaipur,Specialty,960.0,1037.0,77.0,YES,Yes,Yes,Yes,2.6,4.6,3.9,57.0,160.0,55.0,3.3,No,AI Healthcare"
"H00363,Chennai Care Hospital 363,Coimbatore,Multispeciality,1040.0,535.0,136.0,Yes,No,Yes,Yes,3.6,4.1,2.9,60.0,161.0,71.0,4.3,No,Contactless Healthcare"
"H00364,Kochi Care Hospital 364,Coimbatore,Multispeciality,1194.0,1128.0,75.0,No,No,Yes,Yes,4.3,2.9,2.6,99.0,89.0,93.0,3.7,No,Contactless Healthcare"
"H00365,Hyderabad Care Hospital 365,Mumbai,Government,251.0,853.0,135.0,No,YES,No,Yes,3.5,4.7,4.2,71.0,219.0,80.0,3.6,No,Patient-Centric Care"
"H00366,Bengaluru Care Hospital 366,Kochi,Government,1393.0,923.0,75.0,yes,NO,No,No,4.0,2.0,4.4,67.0,203.0,75.0,3.4,Yes,Smart Hospital"
"H00367,Coimbatore Care Hospital 367,Pune,Private,353.0,2158.0,105.0,yes,NO,No,Yes,4.6,4.5,3.0,98.0,160.0,92.0,3.8,No,IoT Healthcare"
"H00368,Pune Care Hospital 368,Madurai,Government,194.0,510.0,134.0,YES,YES,No,Yes,3.7,4.9,2.2,59.0,116.0,55.0,3.6,yes,Green Hospital"
"H00369,Delhi Care Hospital 369,Madurai,Government,666.0,1128.0,42.0,YES,Yes,No,Yes,4.9,3.0,3.1,43.0,207.0,67.0,2.6,YES,Patient-Centric Care"
"H00370,Pune Care Hospital 370,Kochi,Government,595.0,468.0,150.0,yes,No,Yes,No,2.8,2.7,2.8,51.0,116.0,63.0,4.5,No,Unknown"
"H00371,Mumbai Care Hospital 371,Madurai,Private,268.0,1991.0,70.0,YES,NO,Yes,No,4.9,3.5,3.4,51.0,199.0,87.0,2.1,YES,AI Healthcare"
"H00372,Mumbai Care Hospital 372,Jaipur,Specialty,1137.0,1828.0,19.0,No,YES,Yes,Yes,4.0,4.3,3.1,67.0,76.0,63.0,3.2,yes,IoT Healthcare"
"H00373,Delhi Care Hospital 373,Delhi,Specialty,643.0,1284.0,75.0,No,Yes,No,Yes,3.2,4.3,4.6,46.0,144.0,67.0,3.5,YES,Green Hospital"
"H00374,Delhi Care Hospital 374,Bengaluru,Government,629.0,772.0,92.0,YES,No,No,Yes,4.5,3.6,2.2,75.0,24.0,65.0,3.5,Yes,Patient-Centric Care"
"H00375,Kochi Care Hospital 375,Hyderabad,Multispeciality,248.0,1686.0,17.0,Yes,Yes,Yes,Yes,4.4,2.1,3.2,67.0,13.0,71.0,4.7,No,Smart Hospital"
"H00376,Delhi Care Hospital 376,Madurai,Private,1256.0,1128.0,9.0,Yes,NO,No,No,3.7,2.9,4.1,67.0,92.0,54.0,2.4,YES,Contactless Healthcare"
"H00377,Bengaluru Care Hospital 377,Chennai,Private,835.0,1452.0,150.0,Yes,NO,No,Yes,4.0,3.6,3.8,50.0,199.0,78.0,2.3,Yes,Digital Patient Care"
"H00378,Coimbatore Care Hospital 378,Coimbatore,Specialty,924.0,398.0,35.0,No,YES,Yes,Yes,3.5,3.6,2.2,89.0,44.0,84.0,3.5,Yes,Enhanced Security"
"H00379,Mumbai Care Hospital 379,Bengaluru,Government,314.0,354.0,45.0,Yes,Yes,Yes,No,4.6,2.2,2.9,49.0,177.0,67.0,2.7,No,Patient-Centric Care"
"H00380,Chennai Care Hospital 380,Pune,Government,1166.0,1915.0,15.0,YES,No,Yes,Yes,2.5,4.1,4.9,95.0,108.0,74.0,3.5,YES,Digital Patient Care"
"H00381,Chennai Care Hospital 381,Hyderabad,Multispeciality,1272.0,1915.0,81.0,YES,No,Yes,Yes,4.1,3.5,2.2,98.0,218.0,77.0,2.6,yes,Digital Patient Care"
"H00382,Delhi Care Hospital 382,Hyderabad,Multispeciality,800.8190675017397,1128.0,53.0,Yes,No,No,No,3.5,4.6,3.4,89.0,159.0,86.0,4.4,yes,AI Healthcare"
"H00383,Delhi Care Hospital 383,Madurai,Multispeciality,318.0,759.0,98.0,yes,Yes,Yes,No,2.9,5.0,4.2,33.0,116.0,67.0,3.3,YES,Green Hospital"
"H00384,Kochi Care Hospital 384,Pune,Specialty,274.0,1273.0,73.0,No,No,Yes,Yes,4.2,4.9,4.3,84.0,142.0,80.0,2.4,YES,Unknown"
"H00385,Chennai Care Hospital 385,Kochi,Specialty,223.0,1109.0,20.0,YES,No,No,Yes,3.8,4.7,3.7,38.0,120.0,77.0,3.8,No,Unknown"
"H00386,Chennai Care Hospital 386,Coimbatore,Specialty,103.0,1559.0,87.0,YES,Yes,No,Yes,3.5,4.7,2.3,82.0,198.0,89.0,2.5,yes,IoT Healthcare"
"H00387,Pune Care Hospital 387,Kochi,Specialty,1208.0,1652.0,142.0,Yes,NO,No,Yes,4.7,3.9,3.5,87.0,111.0,87.0,4.2,No,IoT Healthcare"
"H00388,Kochi Care Hospital 388,Coimbatore,Government,800.8190675017397,1624.0,110.0,Yes,No,Yes,No,2.1,4.3,4.7,51.0,151.0,56.0,2.3,Yes,Unknown"
"H00389,Pune Care Hospital 389,Hyderabad,Multispeciality,1276.0,1055.0,99.0,YES,Yes,Yes,Yes,3.5,4.3,3.5,67.0,108.0,85.0,3.8,Yes,Smart Hospital"
"H00390,Bengaluru Care Hospital 390,Coimbatore,Private,800.8190675017397,932.0,147.0,yes,Yes,No,Yes,3.4,4.0,4.0,74.0,23.0,75.0,4.8,No,AI Healthcare"
"H00391,Kochi Care Hospital 391,Jaipur,Private,467.0,1128.0,55.0,yes,Yes,No,Yes,2.6,4.1,4.8,49.0,126.0,52.0,4.0,Yes,Enhanced Security"
"H00392,Pune Care Hospital 392,Madurai,Specialty,1143.0,1402.0,112.0,YES,Yes,No,Yes,3.7,3.5,3.9,56.0,181.0,57.0,4.2,No,Green Hospital"
"H00393,Pune Care Hospital 393,Kochi,Multispeciality,800.8190675017397,1800.0,108.0,yes,No,No,Yes,3.4,3.5,3.6,67.0,137.0,91.0,3.0,Yes,AI Healthcare"
"H00394,Mumbai Care Hospital 394,Bengaluru,Specialty,332.0,1281.0,131.0,yes,No,No,No,3.4,3.7,3.8,59.0,33.0,67.0,3.8,No,AI Healthcare"
"H00395,Bengaluru Care Hospital 395,Madurai,Private,457.0,2194.0,85.0,Yes,No,Yes,No,4.2,4.1,2.5,67.0,80.0,69.0,4.0,YES,Patient-Centric Care"
"H00396,Madurai Care Hospital 396,Jaipur,Specialty,606.0,716.0,7.0,Yes,No,No,No,4.9,3.3,3.7,78.0,107.0,75.0,2.8,No,Unknown"
"H00397,Coimbatore Care Hospital 397,Delhi,Government,1204.0,105.0,85.0,No,YES,No,Yes,3.7,3.9,2.3,66.0,48.0,72.0,2.9,yes,Unknown"
"H00398,Madurai Care Hospital 398,Jaipur,Government,1364.0,1128.0,82.0,Yes,Yes,No,Yes,2.4,3.1,2.6,71.0,23.0,75.0,2.3,YES,Green Hospital"
"H00399,Jaipur Care Hospital 399,Hyderabad,Specialty,205.0,1546.0,135.0,YES,NO,No,No,2.0,3.3,3.5,67.0,169.0,76.0,3.7,Yes,Unknown"
"H00400,Pune Care Hospital 400,Coimbatore,Government,800.8190675017397,1340.0,98.0,YES,No,No,Yes,4.3,3.2,4.2,96.0,31.0,98.0,4.0,No,Green Hospital"
"H00401,Jaipur Care Hospital 401,Kochi,Specialty,226.0,1394.0,18.0,No,No,Yes,Yes,2.8,3.0,3.5,66.0,63.0,71.0,4.5,YES,AI Healthcare"
"H00402,Bengaluru Care Hospital 402,Bengaluru,Government,1224.0,1128.0,70.0,Yes,No,Yes,Yes,2.7,4.2,3.5,84.0,117.0,69.0,3.0,YES,Green Hospital"
"H00403,Mumbai Care Hospital 403,Chennai,Specialty,821.0,1449.0,13.0,No,No,No,Yes,2.9,3.0,4.8,33.0,27.0,100.0,3.3,Yes,Enhanced Security"
"H00404,Kochi Care Hospital 404,Mumbai,Multispeciality,1374.0,776.0,135.0,Yes,YES,Yes,No,2.1,4.9,4.8,73.0,83.0,97.0,4.7,Yes,Enhanced Security"
"H00405,Coimbatore Care Hospital 405,Hyderabad,Private,402.0,1988.0,108.0,YES,Yes,No,No,3.1,2.0,3.5,50.0,191.0,75.0,3.7,YES,Digital Patient Care"
"H00406,Hyderabad Care Hospital 406,Pune,Private,1210.0,1952.0,123.0,yes,Yes,Yes,No,3.3,4.1,2.4,91.0,148.0,66.0,2.5,YES,Unknown"
"H00407,Delhi Care Hospital 407,Delhi,Specialty,156.0,1545.0,75.0,yes,Yes,No,Yes,4.2,4.5,4.3,90.0,176.0,63.0,3.2,No,Patient-Centric Care"
"H00408,Bengaluru Care Hospital 408,Kochi,Government,625.0,1770.0,12.0,YES,YES,No,No,2.6,3.3,3.5,67.0,116.0,70.0,3.6,No,Unknown"
"H00409,Delhi Care Hospital 409,Kochi,Private,469.0,1128.0,134.0,Yes,Yes,No,No,2.7,2.4,2.9,70.0,122.0,87.0,3.2,YES,IoT Healthcare"
"H00410,Bengaluru Care Hospital 410,Mumbai,Specialty,800.8190675017397,1462.0,74.0,YES,NO,No,No,4.6,3.6,2.2,67.0,150.0,56.0,4.1,Yes,Digital Patient Care"
"H00411,Chennai Care Hospital 411,Bengaluru,Specialty,527.0,1607.0,89.0,No,No,No,No,3.2,3.0,3.2,85.0,77.0,75.0,3.5,Yes,Enhanced Security"
"H00412,Kochi Care Hospital 412,Jaipur,Specialty,1223.0,747.0,90.0,No,Yes,No,No,4.9,3.4,3.2,97.0,72.0,73.0,3.4,No,Contactless Healthcare"
"H00413,Pune Care Hospital 413,Jaipur,Multispeciality,1088.0,1301.0,23.0,Yes,Yes,Yes,No,3.5,2.0,3.7,81.0,12.0,50.0,2.5,YES,Contactless Healthcare"
"H00414,Hyderabad Care Hospital 414,Jaipur,Private,155.0,1746.0,122.0,YES,Yes,Yes,No,3.3,3.5,4.5,93.0,146.0,87.0,2.5,Yes,Contactless Healthcare"
"H00415,Pune Care Hospital 415,Mumbai,Private,523.0,1403.0,75.0,Yes,YES,Yes,Yes,4.5,2.7,2.9,69.0,27.0,97.0,4.4,No,AI Healthcare"
"H00416,Mumbai Care Hospital 416,Chennai,Multispeciality,233.0,1431.0,54.0,yes,No,No,No,4.4,2.6,2.0,30.0,116.0,98.0,2.3,yes,Smart Hospital"
"H00417,Delhi Care Hospital 417,Bengaluru,Private,984.0,1840.0,26.0,YES,No,No,Yes,3.1,3.8,3.6,43.0,198.0,64.0,2.3,YES,Digital Patient Care"
"H00418,Jaipur Care Hospital 418,Bengaluru,Multispeciality,1247.0,1640.0,19.0,YES,No,No,No,3.5,3.1,3.6,62.0,90.0,75.0,3.6,Yes,Unknown"
"H00419,Delhi Care Hospital 419,Coimbatore,Specialty,800.8190675017397,1652.0,148.0,yes,Yes,Yes,Yes,4.0,3.1,2.8,55.0,98.0,50.0,2.6,No,Smart Hospital"
"H00420,Mumbai Care Hospital 420,Hyderabad,Specialty,800.8190675017397,691.0,47.0,YES,Yes,No,No,2.5,2.9,4.9,71.0,97.0,70.0,3.9,YES,Contactless Healthcare"
"H00421,Delhi Care Hospital 421,Pune,Multispeciality,210.0,436.0,111.0,YES,YES,No,Yes,4.8,3.5,3.2,50.0,78.0,98.0,3.7,yes,Unknown"
"H00422,Kochi Care Hospital 422,Delhi,Government,800.8190675017397,2063.0,86.0,No,Yes,No,No,3.0,4.3,4.6,45.0,116.0,86.0,4.8,yes,Smart Hospital"
"H00423,Delhi Care Hospital 423,Madurai,Specialty,1477.0,1714.0,111.0,yes,YES,Yes,No,3.5,3.7,4.0,67.0,39.0,52.0,2.1,No,Contactless Healthcare"
"H00424,Chennai Care Hospital 424,Hyderabad,Private,371.0,1861.0,94.0,No,No,No,Yes,3.5,3.8,4.9,55.0,115.0,90.0,4.0,yes,Smart Hospital"
"H00425,Chennai Care Hospital 425,Madurai,Government,1317.0,1490.0,93.0,Yes,YES,No,Yes,2.8,3.7,4.1,45.0,183.0,64.0,2.3,YES,Patient-Centric Care"
"H00426,Hyderabad Care Hospital 426,Mumbai,Government,373.0,578.0,10.0,yes,YES,Yes,Yes,3.5,4.5,3.5,85.0,143.0,89.0,2.4,YES,Smart Hospital"
"H00427,Kochi Care Hospital 427,Pune,Specialty,125.0,1460.0,13.0,No,YES,No,Yes,3.0,4.7,4.1,36.0,116.0,88.0,2.8,yes,IoT Healthcare"
"H00428,Pune Care Hospital 428,Bengaluru,Multispeciality,927.0,1128.0,124.0,Yes,NO,No,No,3.3,3.5,3.1,72.0,93.0,96.0,4.6,YES,Smart Hospital"
"H00429,Mumbai Care Hospital 429,Bengaluru,Multispeciality,418.0,1153.0,59.0,yes,NO,Yes,Yes,3.4,2.2,4.8,86.0,116.0,97.0,4.4,YES,Digital Patient Care"
"H00430,Delhi Care Hospital 430,Bengaluru,Government,418.0,871.0,143.0,No,Yes,No,No,3.5,4.4,4.3,82.0,98.0,59.0,4.5,YES,Enhanced Security"
"H00431,Pune Care Hospital 431,Kochi,Government,655.0,1445.0,96.0,No,No,No,Yes,3.4,4.2,4.8,43.0,103.0,56.0,4.9,No,Unknown"
"H00432,Coimbatore Care Hospital 432,Bengaluru,Government,243.0,1196.0,35.0,YES,YES,No,No,4.7,4.3,4.8,52.0,96.0,64.0,3.1,yes,IoT Healthcare"
"H00433,Kochi Care Hospital 433,Hyderabad,Private,885.0,2138.0,75.0,YES,No,Yes,Yes,3.6,4.4,3.7,74.0,111.0,74.0,3.1,No,Smart Hospital"
"H00434,Chennai Care Hospital 434,Hyderabad,Private,1480.0,2050.0,12.0,Yes,YES,No,Yes,3.1,4.2,3.0,69.0,112.0,78.0,3.6,No,Smart Hospital"
"H00435,Delhi Care Hospital 435,Delhi,Multispeciality,793.0,1128.0,111.0,yes,YES,No,No,2.5,2.9,2.6,76.0,152.0,60.0,2.9,YES,Patient-Centric Care"
"H00436,Jaipur Care Hospital 436,Madurai,Government,1026.0,1128.0,104.0,No,No,No,Yes,2.1,3.1,4.7,51.0,100.0,79.0,3.5,YES,AI Healthcare"
"H00437,Jaipur Care Hospital 437,Mumbai,Specialty,430.0,424.0,106.0,YES,No,Yes,Yes,4.6,4.5,4.0,73.0,193.0,75.0,4.9,No,Patient-Centric Care"
"H00438,Madurai Care Hospital 438,Coimbatore,Specialty,1132.0,516.0,28.0,YES,NO,Yes,No,2.9,3.5,3.9,46.0,25.0,79.0,4.3,yes,Enhanced Security"
"H00439,Bengaluru Care Hospital 439,Delhi,Multispeciality,122.0,1663.0,72.0,yes,YES,Yes,No,3.6,4.5,4.5,67.0,141.0,100.0,4.7,YES,Contactless Healthcare"
"H00440,Madurai Care Hospital 440,Chennai,Government,336.0,277.0,20.0,yes,No,No,No,2.4,2.4,3.5,41.0,27.0,56.0,2.6,No,Digital Patient Care"
"H00441,Hyderabad Care Hospital 441,Hyderabad,Government,969.0,408.0,150.0,No,Yes,Yes,No,4.4,3.0,3.2,65.0,184.0,91.0,4.0,No,Unknown"
"H00442,Coimbatore Care Hospital 442,Hyderabad,Multispeciality,244.0,1128.0,92.0,Yes,YES,Yes,Yes,3.9,3.3,2.1,41.0,124.0,74.0,4.5,YES,IoT Healthcare"
"H00443,Bengaluru Care Hospital 443,Hyderabad,Multispeciality,862.0,2173.0,112.0,No,NO,No,No,4.3,2.7,2.5,73.0,105.0,51.0,2.4,Yes,IoT Healthcare"
"H00444,Hyderabad Care Hospital 444,Jaipur,Government,1237.0,2159.0,110.0,Yes,NO,Yes,Yes,3.5,2.5,4.8,72.0,99.0,89.0,3.3,Yes,IoT Healthcare"
"H00445,Jaipur Care Hospital 445,Delhi,Multispeciality,961.0,1396.0,7.0,YES,No,Yes,Yes,2.5,3.6,2.4,65.0,212.0,84.0,2.8,No,Enhanced Security"
"H00446,Chennai Care Hospital 446,Hyderabad,Multispeciality,407.0,141.0,63.0,Yes,No,No,No,3.5,3.9,3.6,72.0,82.0,90.0,2.2,yes,Contactless Healthcare"
"H00447,Jaipur Care Hospital 447,Madurai,Private,596.0,67.0,50.0,yes,No,No,No,3.9,2.7,4.8,75.0,116.0,75.0,4.1,No,Patient-Centric Care"
"H00448,Pune Care Hospital 448,Jaipur,Private,1059.0,1476.0,93.0,YES,No,Yes,Yes,3.0,3.1,4.9,84.0,128.0,74.0,2.4,YES,Digital Patient Care"
"H00449,Jaipur Care Hospital 449,Chennai,Private,895.0,1679.0,21.0,Yes,Yes,Yes,No,2.9,2.5,2.9,67.0,96.0,92.0,2.2,No,Contactless Healthcare"
"H00450,Pune Care Hospital 450,Delhi,Government,197.0,2157.0,125.0,No,YES,No,Yes,4.7,3.6,3.0,70.0,174.0,84.0,3.8,yes,Unknown"
"H00451,Delhi Care Hospital 451,Madurai,Multispeciality,296.0,1410.0,14.0,Yes,No,Yes,Yes,4.2,2.8,2.0,94.0,146.0,51.0,4.9,yes,Patient-Centric Care"
"H00452,Mumbai Care Hospital 452,Kochi,Private,1277.0,1469.0,92.0,yes,YES,Yes,No,3.6,2.0,4.6,72.0,123.0,88.0,2.7,YES,AI Healthcare"
"H00453,Coimbatore Care Hospital 453,Coimbatore,Private,215.0,1308.0,75.0,yes,NO,No,No,3.0,4.8,4.7,35.0,158.0,66.0,3.5,No,Patient-Centric Care"
"H00454,Bengaluru Care Hospital 454,Delhi,Private,978.0,1954.0,75.0,YES,NO,No,No,4.1,4.2,3.6,83.0,26.0,62.0,2.4,No,Unknown"
"H00455,Hyderabad Care Hospital 455,Coimbatore,Private,1461.0,1216.0,41.0,yes,NO,No,No,5.0,3.5,3.2,94.0,9.0,100.0,2.3,No,AI Healthcare"
"H00456,Pune Care Hospital 456,Delhi,Multispeciality,203.0,2097.0,124.0,Yes,No,Yes,Yes,2.2,2.4,3.8,67.0,169.0,97.0,4.6,Yes,Green Hospital"
"H00457,Kochi Care Hospital 457,Chennai,Private,596.0,1455.0,97.0,YES,NO,Yes,Yes,2.6,4.6,3.0,37.0,31.0,74.0,4.1,yes,Contactless Healthcare"
"H00458,Bengaluru Care Hospital 458,Hyderabad,Government,481.0,227.0,14.0,No,NO,No,No,2.1,3.9,4.9,67.0,215.0,51.0,2.2,No,Digital Patient Care"
"H00459,Pune Care Hospital 459,Bengaluru,Specialty,876.0,604.0,124.0,YES,No,No,Yes,3.5,2.8,2.3,31.0,215.0,75.0,3.2,Yes,Patient-Centric Care"
"H00460,Hyderabad Care Hospital 460,Mumbai,Multispeciality,362.0,320.0,75.0,yes,YES,No,No,4.0,4.4,3.5,61.0,51.0,84.0,3.9,Yes,Digital Patient Care"
"H00461,Pune Care Hospital 461,Mumbai,Government,1183.0,1128.0,9.0,YES,YES,No,Yes,4.4,3.2,3.4,65.0,34.0,82.0,3.3,Yes,IoT Healthcare"
"H00462,Kochi Care Hospital 462,Hyderabad,Government,506.0,601.0,75.0,YES,No,Yes,Yes,2.8,2.9,4.8,44.0,214.0,75.0,4.5,YES,AI Healthcare"
"H00463,Madurai Care Hospital 463,Chennai,Private,1333.0,209.0,125.0,No,NO,Yes,Yes,3.0,4.9,3.2,82.0,194.0,83.0,3.4,YES,AI Healthcare"
"H00464,Coimbatore Care Hospital 464,Bengaluru,Government,271.0,1432.0,101.0,YES,Yes,No,Yes,3.6,4.4,2.9,67.0,169.0,55.0,4.6,YES,Green Hospital"
"H00465,Delhi Care Hospital 465,Delhi,Government,1049.0,1128.0,137.0,YES,YES,Yes,No,3.1,3.8,3.5,53.0,208.0,92.0,4.2,No,Green Hospital"
"H00466,Madurai Care Hospital 466,Madurai,Government,882.0,1647.0,148.0,No,No,Yes,No,4.3,4.9,4.7,30.0,202.0,86.0,2.2,yes,Green Hospital"
"H00467,Jaipur Care Hospital 467,Hyderabad,Government,692.0,1128.0,94.0,yes,No,No,No,2.5,2.8,4.5,58.0,11.0,82.0,3.5,YES,Enhanced Security"
"H00468,Delhi Care Hospital 468,Mumbai,Specialty,800.8190675017397,1622.0,22.0,yes,NO,No,No,4.8,3.5,2.9,92.0,172.0,80.0,4.8,No,Unknown"
"H00469,Madurai Care Hospital 469,Chennai,Multispeciality,1498.0,794.0,67.0,No,YES,No,No,2.3,4.1,4.0,64.0,34.0,61.0,3.5,Yes,Contactless Healthcare"
"H00470,Chennai Care Hospital 470,Madurai,Multispeciality,795.0,261.0,88.0,YES,No,Yes,No,3.3,2.4,2.8,44.0,67.0,84.0,4.5,No,IoT Healthcare"
"H00471,Kochi Care Hospital 471,Jaipur,Specialty,1441.0,127.0,139.0,No,NO,No,No,3.1,4.8,3.5,43.0,97.0,66.0,3.8,YES,Patient-Centric Care"
"H00472,Coimbatore Care Hospital 472,Chennai,Specialty,520.0,2042.0,75.0,No,No,No,No,3.5,2.9,3.4,67.0,79.0,63.0,3.5,No,Patient-Centric Care"
"H00473,Pune Care Hospital 473,Coimbatore,Specialty,800.8190675017397,1128.0,56.0,Yes,No,No,Yes,4.9,2.3,4.7,60.0,181.0,92.0,4.3,Yes,Digital Patient Care"
"H00474,Madurai Care Hospital 474,Delhi,Multispeciality,547.0,2044.0,129.0,yes,No,No,No,2.1,3.5,3.4,86.0,34.0,51.0,3.0,No,Green Hospital"
"H00475,Bengaluru Care Hospital 475,Kochi,Private,1492.0,1128.0,138.0,No,No,No,Yes,2.9,4.3,3.3,75.0,53.0,91.0,3.5,YES,Patient-Centric Care"
"H00476,Hyderabad Care Hospital 476,Kochi,Multispeciality,1294.0,1926.0,36.0,yes,Yes,No,No,4.9,3.6,2.5,35.0,31.0,71.0,4.6,yes,IoT Healthcare"
"H00477,Coimbatore Care Hospital 477,Mumbai,Government,1427.0,1164.0,132.0,yes,NO,Yes,Yes,4.9,3.5,3.5,68.0,116.0,56.0,3.9,No,AI Healthcare"
"H00478,Hyderabad Care Hospital 478,Hyderabad,Government,288.0,833.0,116.0,YES,No,No,No,2.2,3.7,4.3,40.0,192.0,90.0,3.5,YES,Enhanced Security"
"H00479,Madurai Care Hospital 479,Mumbai,Specialty,1486.0,1814.0,83.0,YES,NO,Yes,No,3.9,4.1,2.5,79.0,200.0,92.0,4.7,Yes,Digital Patient Care"
"H00480,Hyderabad Care Hospital 480,Bengaluru,Multispeciality,1293.0,1128.0,78.0,YES,No,No,Yes,4.3,4.2,2.1,50.0,66.0,74.0,3.5,YES,Patient-Centric Care"
"H00481,Pune Care Hospital 481,Chennai,Multispeciality,1375.0,129.0,74.0,No,NO,No,Yes,2.8,3.6,4.8,68.0,218.0,84.0,4.7,No,Patient-Centric Care"
"H00482,Mumbai Care Hospital 482,Pune,Government,194.0,833.0,48.0,No,NO,Yes,Yes,4.8,4.3,4.6,40.0,142.0,89.0,2.4,No,Green Hospital"
"H00483,Kochi Care Hospital 483,Coimbatore,Government,1442.0,909.0,20.0,yes,Yes,Yes,Yes,3.5,2.4,2.1,90.0,34.0,54.0,4.1,No,Digital Patient Care"
"H00484,Bengaluru Care Hospital 484,Delhi,Private,889.0,450.0,104.0,No,Yes,Yes,Yes,3.0,2.8,2.1,87.0,15.0,55.0,4.4,YES,Patient-Centric Care"
"H00485,Delhi Care Hospital 485,Pune,Private,654.0,1128.0,21.0,YES,No,Yes,Yes,3.5,3.9,4.1,96.0,176.0,63.0,2.3,Yes,Patient-Centric Care"
"H00486,Mumbai Care Hospital 486,Madurai,Multispeciality,627.0,1128.0,7.0,YES,Yes,Yes,No,4.7,3.6,2.6,35.0,68.0,71.0,3.0,Yes,AI Healthcare"
"H00487,Pune Care Hospital 487,Delhi,Private,114.0,2148.0,94.0,Yes,YES,Yes,No,3.2,4.3,2.6,44.0,93.0,63.0,2.1,No,Smart Hospital"
"H00488,Jaipur Care Hospital 488,Hyderabad,Government,1334.0,1799.0,57.0,Yes,NO,Yes,No,2.7,2.2,3.5,67.0,153.0,63.0,2.6,Yes,Enhanced Security"
"H00489,Hyderabad Care Hospital 489,Kochi,Specialty,1428.0,791.0,47.0,YES,NO,No,No,4.2,3.9,3.2,97.0,126.0,66.0,3.5,yes,Smart Hospital"
"H00490,Delhi Care Hospital 490,Pune,Private,1492.0,1128.0,131.0,No,YES,Yes,No,4.3,4.2,4.9,57.0,141.0,89.0,2.1,Yes,AI Healthcare"
"H00491,Kochi Care Hospital 491,Pune,Government,1149.0,1007.0,149.0,YES,YES,No,Yes,4.0,3.0,4.4,35.0,116.0,66.0,2.5,YES,Smart Hospital"
"H00492,Jaipur Care Hospital 492,Bengaluru,Private,1389.0,1852.0,75.0,yes,No,No,Yes,4.9,3.6,4.1,80.0,207.0,50.0,4.3,No,Smart Hospital"
