Order_ID,Order_Date,Ship_Date,Customer_ID,Gender,Age,Region,Category,Freight_Mode,Quantity,Unit_Price,Discount_Pct,Original_Amount,Sales,COGS,Freight_Cost,Profit,Profit_Margin_Pct,Delivery_Days,Year,Month,Month_Name,Age_Group,Low_Margin
176,2023-07-11,2023-07-12,CUST176,Female,43,South,Beauty,Economy,2,50,0.0,100,100.0,48.0,21.07,30.93,30.93,16,2023,7,Jul,36-45,False
177,2023-03-24,2023-03-27,CUST177,Male,45,East,Beauty,Standard,2,50,15.0,100,85.0,40.8,25.5,18.7,22.0,9,2023,3,Mar,36-45,True
178,2023-10-04,2023-10-07,CUST178,Male,40,East,Clothing,Standard,2,30,,60,54.0,29.7,37.86,-13.56,-25.11,9,2023,10,Oct,36-45,True
179,2023-09-29,2023-10-02,CUST179,Male,31,North,Electronics,Economy,1,300,20.0,300,240.0,148.8,9.25,81.95,34.15,18,2023,9,Sep,26-35,False
180,2023-01-01,2023-01-04,CUST180,Male,41,East,Clothing,Economy,3,300,0.0,900,900.0,495.0,22.84,382.16,42.46,16,2023,1,Jan,36-45,False
181,2023-11-03,2023-11-05,CUST181,Male,19,North,Electronics,Priority,4,300,0.0,1200,1200.0,744.0,104.97,351.03,29.25,5,2023,11,Nov,18-25,True
182,2023-06-15,2023-06-16,CUST182,Male,62,East,Beauty,Standard,4,30,,120,120.0,57.6,46.46,15.94,13.28,7,2023,6,Jun,56-64,True
183,2023-09-08,2023-09-11,CUST183,Female,43,South,Beauty,Standard,3,300,20.0,900,720.0,345.6,25.69,348.71,48.43,8,2023,9,Sep,36-45,False
184,2023-01-10,2023-01-12,CUST184,Male,31,East,Electronics,Priority,4,50,25.0,200,150.0,93.0,104.83,-47.83,-31.89,3,2023,1,Jan,26-35,True
185,2023-02-27,2023-03-02,CUST185,Male,24,North,Clothing,Economy,1,25,5.0,25,23.75,13.06,8.88,1.81,7.62,18,2023,2,Feb,18-25,True
187,2023-06-07,2023-06-09,CUST187,Female,64,South,Clothing,Express,2,50,0.0,100,100.0,55.0,129.7,-84.7,-84.7,1,2023,6,Jun,56-64,True
188,2023-05-03,2023-05-05,CUST188,Male,40,East,Clothing,Standard,3,25,5.0,75,71.25,39.19,63.07,-31.01,-43.52,7,2023,5,May,36-45,True
189,2023-01-30,2023-01-31,CUST189,Male,63,East,Beauty,Priority,1,50,0.0,50,50.0,24.0,39.29,-13.29,-26.58,4,2023,1,Jan,56-64,True
190,2023-05-04,2023-05-05,CUST190,Female,60,South,Beauty,Standard,3,30,15.0,90,76.5,36.72,57.91,-18.13,-23.7,9,2023,5,May,56-64,True
191,2023-10-18,2023-10-21,CUST191,Male,64,East,Beauty,Standard,1,25,0.0,25,25.0,12.0,12.42,0.58,2.32,10,2023,10,Oct,56-64,True
193,2023-02-13,2023-02-14,CUST193,Male,35,North,Beauty,Express,3,500,20.0,1500,1200.0,576.0,170.49,453.51,37.79,1,2023,2,Feb,26-35,False
194,2023-09-06,2023-09-07,CUST194,Male,55,East,Clothing,Standard,4,50,,200,180.0,99.0,70.11,10.89,6.05,6,2023,9,Sep,46-55,True
195,2023-02-05,2023-02-07,CUST195,Male,52,East,Clothing,Standard,1,30,15.0,30,25.5,14.03,9.89,1.58,6.2,10,2023,2,Feb,46-55,True
196,2023-09-30,2023-10-01,CUST196,Female,32,South,Clothing,Priority,3,300,5.0,900,855.0,470.25,90.21,294.54,34.45,5,2023,9,Sep,26-35,False
197,2023-03-06,2023-03-07,CUST197,Female,42,South,Clothing,Standard,4,50,25.0,200,150.0,82.5,63.3,4.2,2.8,9,2023,3,Mar,36-45,True
198,2023-03-07,2023-03-10,CUST198,Female,54,West,Beauty,Express,3,300,10.0,900,810.0,388.8,193.75,227.45,28.08,1,2023,3,Mar,46-55,True
199,2023-12-04,2023-12-05,CUST199,Male,45,North,Beauty,Standard,3,500,0.0,1500,1500.0,720.0,51.88,728.12,48.54,6,2023,12,Dec,36-45,False
200,2023-09-01,2023-09-04,CUST200,Male,27,East,Beauty,Express,3,50,5.0,150,142.5,68.4,135.65,-61.55,-43.19,1,2023,9,Sep,26-35,True
202,2023-03-26,2023-03-28,CUST202,Female,34,West,Clothing,Standard,4,300,0.0,1200,1200.0,660.0,39.53,500.47,41.71,10,2023,3,Mar,26-35,False
203,2023-05-16,2023-05-17,CUST203,Male,56,East,Clothing,Standard,2,500,25.0,1000,750.0,412.5,30.37,307.13,40.95,8,2023,5,May,56-64,False
204,2023-09-28,2023-09-29,CUST204,Male,39,North,Beauty,Standard,1,25,0.0,25,25.0,12.0,8.71,4.29,17.16,7,2023,9,Sep,36-45,True
205,2023-11-07,2023-11-08,CUST205,Female,43,West,Clothing,Standard,1,25,0.0,25,25.0,13.75,20.58,-9.33,-37.32,8,2023,11,Nov,36-45,True
206,2023-08-05,2023-08-08,CUST206,Male,61,North,Clothing,Economy,1,25,15.0,25,21.25,11.69,11.26,-1.7,-8.0,9,2023,8,Aug,56-64,True
207,2023-04-19,2023-04-21,CUST207,Female,42,West,Beauty,Standard,2,25,0.0,50,50.0,24.0,25.52,0.48,0.96,8,2023,4,Apr,36-45,True
208,2023-10-04,2023-10-05,CUST208,Female,34,West,Electronics,Priority,4,50,20.0,200,160.0,99.2,164.7,-103.9,-64.94,4,2023,10,Oct,26-35,True
209,2023-12-20,2023-12-23,CUST209,Female,30,South,Electronics,Standard,4,50,5.0,200,190.0,117.8,51.87,20.33,10.7,7,2023,12,Dec,26-35,True
210,2023-04-13,2023-04-15,CUST210,Male,37,North,Electronics,Priority,4,50,10.0,200,180.0,111.6,170.36,-101.96,-56.64,3,2023,4,Apr,36-45,True
211,2024-01-01,2024-01-04,CUST211,Male,42,East,Beauty,Priority,3,500,0.0,1500,1500.0,720.0,115.07,664.93,44.33,5,2024,1,Jan,36-45,False
212,2023-06-09,2023-06-12,CUST212,Male,21,East,Clothing,Express,3,500,5.0,1500,1425.0,783.75,186.59,454.66,31.91,2,2023,6,Jun,18-25,False
213,2023-07-24,2023-07-26,CUST213,Male,27,North,Beauty,Express,3,500,0.0,1500,1500.0,720.0,92.16,687.84,45.86,2,2023,7,Jul,26-35,False
215,2023-11-29,2023-12-02,CUST215,Male,58,East,Clothing,Standard,3,500,10.0,1500,1350.0,742.5,61.06,546.44,40.48,7,2023,11,Nov,56-64,False
216,2023-07-11,2023-07-14,CUST216,Male,62,North,Electronics,Economy,2,50,5.0,100,95.0,58.9,11.49,24.61,25.91,9,2023,7,Jul,56-64,True
217,2023-08-13,2023-08-14,CUST217,Female,35,West,Electronics,Priority,4,50,0.0,200,200.0,124.0,161.57,-85.57,-42.78,4,2023,8,Aug,26-35,True
218,2023-09-22,2023-09-23,CUST218,Male,64,North,Beauty,Economy,3,30,25.0,90,67.5,32.4,16.6,18.5,27.41,10,2023,9,Sep,56-64,True
219,2023-08-20,2023-08-22,CUST219,Female,53,West,Electronics,Standard,3,30,10.0,90,81.0,50.22,68.51,-37.73,-46.58,9,2023,8,Aug,46-55,True
220,2023-03-03,2023-03-05,CUST220,Male,64,East,Beauty,Priority,1,500,25.0,500,375.0,180.0,21.04,173.96,46.39,5,2023,3,Mar,56-64,False
221,2023-05-07,2023-05-09,CUST221,Male,39,East,Beauty,Economy,2,300,,600,510.0,244.8,18.67,246.53,48.34,15,2023,5,May,36-45,False
222,2023-04-26,2023-04-27,CUST222,Male,51,East,Clothing,Standard,4,30,25.0,120,90.0,49.5,68.77,-28.27,-31.41,11,2023,4,Apr,46-55,True
223,2023-02-02,2023-02-05,CUST223,Female,64,South,Clothing,Standard,1,25,0.0,25,25.0,13.75,9.64,1.61,6.44,8,2023,2,Feb,56-64,True
224,2023-06-23,2023-06-26,CUST224,Female,25,West,Clothing,Priority,1,50,0.0,50,50.0,27.5,24.53,-2.03,-4.06,4,2023,6,Jun,18-25,True
225,2023-01-11,2023-01-13,CUST225,Female,57,South,Beauty,Express,4,25,15.0,100,85.0,40.8,121.98,-77.78,-91.51,2,2023,1,Jan,56-64,True
226,2023-10-29,2023-10-30,CUST226,Female,61,South,Clothing,Priority,1,50,,50,47.5,26.13,30.66,-9.29,-19.56,3,2023,10,Oct,56-64,True
227,2023-10-11,2023-10-14,CUST227,Male,36,North,Electronics,Standard,2,50,10.0,100,90.0,55.8,26.24,7.96,8.84,8,2023,10,Oct,36-45,True
228,2023-04-28,2023-04-30,CUST228,Female,59,South,Electronics,Priority,2,30,0.0,60,60.0,37.2,68.31,-45.51,-75.85,4,2023,4,Apr,56-64,True
229,2023-10-29,2023-11-01,CUST229,Male,58,North,Beauty,Standard,3,30,0.0,90,90.0,43.2,39.16,7.64,8.49,8,2023,10,Oct,56-64,True
230,2023-04-23,2023-04-26,CUST230,Male,54,North,Beauty,Standard,1,25,15.0,25,21.25,10.2,13.1,-2.05,-9.65,11,2023,4,Apr,46-55,True
231,2023-01-04,2023-01-05,CUST231,Female,23,South,Clothing,Standard,3,50,15.0,150,127.5,70.12,61.9,-4.52,-3.55,7,2023,1,Jan,18-25,True
232,2023-02-06,2023-02-07,CUST232,Female,43,West,Beauty,Priority,1,25,0.0,25,25.0,12.0,19.3,-6.3,-25.2,3,2023,2,Feb,36-45,True
233,2023-12-29,2024-01-01,CUST233,Female,51,West,Beauty,Priority,2,300,20.0,600,480.0,230.4,84.76,164.84,34.34,3,2023,12,Dec,46-55,False
235,2023-01-31,2023-02-01,CUST235,Female,23,West,Electronics,Standard,2,500,0.0,1000,1000.0,620.0,38.71,341.29,34.13,11,2023,1,Jan,18-25,False
236,2023-04-28,2023-05-01,CUST236,Female,54,West,Clothing,Economy,1,25,15.0,25,21.25,11.69,8.34,1.22,5.74,18,2023,4,Apr,46-55,True
237,2023-02-04,2023-02-05,CUST237,Female,50,South,Beauty,Standard,2,500,0.0,1000,1000.0,480.0,46.34,473.66,47.37,6,2023,2,Feb,46-55,False
238,2023-01-17,2023-01-18,CUST238,Female,39,South,Beauty,Priority,1,500,0.0,500,500.0,240.0,23.0,237.0,47.4,5,2023,1,Jan,36-45,False
239,2023-06-19,2023-06-20,CUST239,Male,38,East,Electronics,Express,3,500,0.0,1500,1500.0,930.0,99.48,470.52,31.37,1,2023,6,Jun,36-45,False
240,2023-02-06,2023-02-09,CUST240,Female,23,,Beauty,Standard,1,300,20.0,300,240.0,115.2,12.07,112.73,46.97,9,2023,2,Feb,18-25,False
242,2023-05-02,2023-05-04,CUST242,Male,21,East,Clothing,Standard,1,25,5.0,25,23.75,13.06,8.59,2.1,8.84,6,2023,5,May,18-25,True
243,2023-05-23,2023-05-25,CUST243,Female,47,West,Electronics,Priority,3,300,25.0,900,675.0,418.5,101.21,155.29,23.01,4,2023,5,May,46-55,True
245,2023-09-06,2023-09-09,CUST245,Male,47,East,Clothing,Standard,3,30,5.0,90,85.5,47.03,67.64,-29.17,-34.12,6,2023,9,Sep,46-55,True
246,2023-04-20,2023-04-21,CUST246,Female,48,South,Electronics,Economy,2,25,0.0,50,50.0,31.0,15.39,3.61,7.22,9,2023,4,Apr,46-55,True
247,2023-10-04,2023-10-06,CUST247,Male,41,North,Electronics,Standard,2,30,5.0,60,57.0,35.34,18.16,3.5,6.14,8,2023,10,Oct,36-45,True
248,2023-03-09,2023-03-11,CUST248,Male,26,North,Clothing,Express,3,300,10.0,900,810.0,445.5,189.76,174.74,21.57,1,2023,3,Mar,26-35,True
249,2023-10-20,2023-10-23,CUST249,Male,20,North,Clothing,Economy,1,50,10.0,50,45.0,24.75,8.39,11.86,26.36,9,2023,10,Oct,18-25,True
250,2023-10-23,2023-10-24,CUST250,Male,48,East,Electronics,Priority,1,50,10.0,50,45.0,27.9,21.1,-4.0,-8.89,3,2023,10,Oct,46-55,True
251,2023-08-31,2023-09-02,CUST251,Female,57,South,Beauty,Standard,4,50,20.0,200,160.0,76.8,38.38,44.82,28.01,7,2023,8,Aug,56-64,True
252,2023-05-05,2023-05-08,CUST252,Male,54,North,Electronics,Economy,1,300,20.0,300,240.0,148.8,11.19,80.01,33.34,18,2023,5,May,46-55,False
253,2023-08-31,2023-09-01,CUST253,Female,53,West,Clothing,Priority,4,500,0.0,2000,2000.0,1100.0,144.27,755.73,37.79,5,2023,8,Aug,46-55,False
254,2023-07-28,2023-07-29,CUST254,Male,41,North,Electronics,Standard,1,500,20.0,500,400.0,248.0,22.1,129.9,32.48,9,2023,7,Jul,36-45,False
255,2023-04-08,2023-04-10,CUST255,Male,48,North,Clothing,Standard,1,30,25.0,30,22.5,12.38,22.94,-12.82,-56.98,11,2023,4,Apr,46-55,True
256,2023-02-18,2023-02-20,CUST256,Male,23,East,Clothing,Priority,2,500,0.0,1000,1000.0,550.0,66.88,383.12,38.31,4,2023,2,Feb,18-25,False
257,2023-02-19,2023-02-20,CUST257,Male,19,East,Beauty,Priority,4,500,15.0,2000,1700.0,816.0,127.88,756.12,44.48,4,2023,2,Feb,18-25,False
258,2023-12-04,2023-12-05,CUST258,Female,37,South,Clothing,Express,1,50,15.0,50,42.5,23.38,47.22,-28.1,-66.12,2,2023,12,Dec,36-45,True
259,2023-08-09,2023-08-11,CUST259,Female,45,West,Clothing,Economy,4,50,0.0,200,200.0,110.0,23.41,66.59,33.3,18,2023,8,Aug,36-45,False
260,2023-07-01,2023-07-02,CUST260,Male,28,East,Beauty,Priority,2,30,20.0,60,48.0,23.04,59.47,-34.51,-71.9,3,2023,7,Jul,26-35,True
261,2023-08-05,2023-08-07,CUST261,Male,21,North,Clothing,Standard,2,25,25.0,50,37.5,20.62,42.31,-25.43,-67.81,9,2023,8,Aug,18-25,True
262,2023-07-30,2023-07-31,CUST262,Female,32,South,Beauty,Standard,4,30,5.0,120,114.0,54.72,72.93,-13.65,-11.97,7,2023,7,Jul,26-35,True
263,2023-08-28,2023-08-30,CUST263,Male,23,North,Beauty,Standard,2,30,0.0,60,60.0,28.8,46.35,-15.15,-25.25,7,2023,8,Aug,18-25,True
264,2023-01-28,2023-01-31,CUST264,Male,47,North,Clothing,Priority,3,300,25.0,900,675.0,371.25,89.91,213.84,31.68,5,2023,1,Jan,46-55,False
265,2023-12-11,2023-12-13,CUST265,Male,55,East,Clothing,Standard,3,300,5.0,900,855.0,470.25,54.96,329.79,38.57,11,2023,12,Dec,46-55,False
267,2023-11-27,2023-11-30,CUST267,Female,32,West,Beauty,Priority,3,30,5.0,90,85.5,41.04,101.93,-57.47,-67.22,5,2023,11,Nov,26-35,True
268,2023-02-20,2023-02-21,CUST268,Female,28,West,Electronics,Economy,1,30,0.0,30,30.0,18.6,9.32,2.08,6.93,17,2023,2,Feb,26-35,True
269,2023-02-01,2023-02-04,CUST269,Male,25,East,Clothing,Standard,4,500,25.0,2000,1500.0,825.0,48.15,626.85,41.79,6,2023,2,Feb,18-25,False
270,2023-07-26,2023-07-28,CUST270,Male,43,East,Electronics,Priority,1,300,15.0,300,255.0,158.1,31.83,65.07,25.52,3,2023,7,Jul,36-45,True
271,2023-06-23,2023-06-24,CUST271,Female,62,South,Beauty,Standard,4,30,10.0,120,108.0,51.84,39.09,17.07,15.81,9,2023,6,Jun,56-64,True
272,2023-02-25,2023-02-28,CUST272,Female,61,West,Electronics,Priority,2,50,20.0,100,80.0,49.6,56.76,-26.36,-32.95,4,2023,2,Feb,56-64,True
273,2023-05-08,2023-05-09,CUST273,Female,22,West,Beauty,Standard,1,50,5.0,50,47.5,22.8,16.29,8.41,17.71,10,2023,5,May,18-25,True
274,2023-04-09,2023-04-10,CUST274,Female,23,West,Clothing,Standard,2,500,0.0,1000,1000.0,550.0,38.18,411.82,41.18,8,2023,4,Apr,18-25,False
275,2023-04-08,2023-04-11,CUST275,Male,43,North,Clothing,Priority,2,500,25.0,1000,750.0,412.5,87.33,250.17,33.36,4,2023,4,Apr,36-45,False
276,2023-10-02,2023-10-03,CUST276,Female,21,West,Beauty,Standard,4,25,15.0,100,85.0,40.8,72.84,-28.64,-33.69,9,2023,10,Oct,18-25,True
277,2023-08-18,2023-08-21,CUST277,Male,36,North,Clothing,Standard,4,25,10.0,100,90.0,49.5,82.56,-42.06,-46.73,9,2023,8,Aug,36-45,True
278,2023-03-13,2023-03-15,CUST278,Female,37,South,Clothing,Priority,4,25,5.0,100,95.0,52.25,126.68,-83.93,-88.35,5,2023,3,Mar,36-45,True
279,2023-08-05,2023-08-06,CUST279,Male,50,North,Clothing,Priority,1,500,25.0,500,375.0,206.25,35.12,133.63,35.63,3,2023,8,Aug,46-55,False
280,2023-04-04,2023-04-06,CUST280,Female,37,South,Clothing,Priority,3,500,25.0,1500,1125.0,618.75,59.75,446.5,39.69,5,2023,4,Apr,36-45,False
281,2023-05-23,2023-05-25,CUST281,Female,29,West,Beauty,Priority,4,500,5.0,2000,1900.0,912.0,99.47,888.53,46.76,5,2023,5,May,26-35,False
282,2023-08-25,2023-08-26,CUST282,Female,64,West,Electronics,Express,4,50,0.0,200,200.0,124.0,177.9,-101.9,-50.95,2,2023,8,Aug,56-64,True
283,2023-05-08,2023-05-11,CUST283,Female,18,South,Electronics,Standard,1,500,0.0,500,500.0,310.0,16.03,173.97,34.79,11,2023,5,May,18-25,False
284,2023-02-08,2023-02-09,CUST284,Male,43,East,Clothing,Standard,4,50,15.0,200,170.0,93.5,35.1,41.4,24.35,7,2023,2,Feb,36-45,True
285,2023-08-15,2023-08-17,CUST285,Female,31,South,Electronics,Standard,1,25,10.0,25,22.5,13.95,10.38,-1.83,-8.13,6,2023,8,Aug,26-35,True
286,2023-10-09,2023-10-11,CUST286,Male,55,East,Electronics,Economy,2,25,5.0,50,47.5,29.45,10.98,7.07,14.88,8,2023,10,Oct,46-55,True
290,2023-10-04,2023-10-06,CUST290,Female,30,West,Beauty,Economy,2,300,25.0,600,450.0,216.0,9.53,224.47,49.88,12,2023,10,Oct,26-35,False
291,2023-01-08,2023-01-10,CUST291,Male,60,North,Clothing,Standard,2,300,20.0,600,480.0,264.0,36.77,179.23,37.34,6,2023,1,Jan,56-64,False
292,2023-02-17,2023-02-20,CUST292,Male,20,East,Beauty,Express,4,300,25.0,1200,900.0,432.0,164.91,303.09,33.68,2,2023,2,Feb,18-25,False
293,2023-05-02,2023-05-04,CUST293,Male,50,North,Electronics,Express,3,30,0.0,90,90.0,55.8,114.84,-80.64,-89.6,2,2023,5,May,46-55,True
294,2023-03-27,2023-03-29,CUST294,Female,23,South,Clothing,Priority,3,30,10.0,90,81.0,44.55,95.84,-59.39,-73.32,3,2023,3,Mar,18-25,True
295,2023-07-28,2023-07-29,CUST295,Female,27,South,Beauty,Standard,3,300,25.0,900,675.0,324.0,24.28,326.72,48.4,7,2023,7,Jul,26-35,False
296,2023-09-06,2023-09-07,CUST296,Female,22,West,Clothing,Economy,4,300,5.0,1200,1140.0,627.0,12.28,500.72,43.92,14,2023,9,Sep,18-25,False
297,2023-09-04,2023-09-06,CUST297,Female,40,South,Electronics,Economy,2,500,15.0,1000,850.0,527.0,9.94,313.06,36.83,10,2023,9,Sep,36-45,False
298,2023-04-20,2023-04-22,CUST298,Male,27,East,Beauty,Express,4,300,5.0,1200,1140.0,547.2,125.88,466.92,40.96,1,2023,4,Apr,26-35,False
299,2023-07-25,2023-07-26,CUST299,Male,61,North,Electronics,Priority,2,500,0.0,1000,1000.0,620.0,41.83,338.17,33.82,5,2023,7,Jul,56-64,False
300,2023-01-31,2023-02-03,CUST300,Female,19,West,Electronics,Economy,4,50,10.0,200,180.0,111.6,24.2,44.2,24.56,11,2023,1,Jan,18-25,True
302,2023-07-14,2023-07-17,CUST302,Male,57,North,Beauty,Standard,2,300,5.0,600,570.0,273.6,35.45,260.95,45.78,8,2023,7,Jul,56-64,False
304,2023-07-19,2023-07-22,CUST304,Female,37,South,Electronics,Priority,2,30,20.0,60,48.0,29.76,51.85,-33.61,-70.02,3,2023,7,Jul,36-45,True
306,2023-08-21,2023-08-24,CUST306,Male,54,North,Electronics,Priority,1,50,10.0,50,45.0,27.9,28.72,-11.62,-25.82,5,2023,8,Aug,46-55,True
307,2023-05-27,2023-05-30,CUST307,Female,26,West,Electronics,Economy,2,25,0.0,50,50.0,31.0,7.57,11.43,22.86,15,2023,5,May,26-35,True
308,2023-08-05,2023-08-06,CUST308,Female,34,South,Beauty,Economy,4,300,0.0,1200,1200.0,576.0,34.21,589.79,49.15,17,2023,8,Aug,26-35,False
310,2023-10-12,2023-10-15,CUST310,Female,28,South,Beauty,Standard,1,25,0.0,25,25.0,12.0,13.87,-0.87,-3.48,6,2023,10,Oct,26-35,True
311,2023-12-05,2023-12-08,CUST311,Female,32,West,Beauty,Economy,4,25,0.0,100,100.0,48.0,30.27,21.73,21.73,12,2023,12,Dec,26-35,True
312,2023-09-07,2023-09-09,CUST312,Male,41,East,Clothing,Priority,4,30,0.0,120,120.0,66.0,166.42,-112.42,-93.68,3,2023,9,Sep,36-45,True
313,2023-03-21,2023-03-22,CUST313,Female,55,,Beauty,Standard,3,500,0.0,1500,1500.0,720.0,49.17,730.83,48.72,7,2023,3,Mar,46-55,False
314,2023-04-08,2023-04-09,CUST314,Male,52,East,Clothing,Economy,4,30,0.0,120,120.0,66.0,37.28,16.72,13.93,11,2023,4,Apr,46-55,True
315,2023-06-01,2023-06-02,CUST315,Male,47,East,Clothing,Economy,2,30,0.0,60,60.0,33.0,23.87,3.13,5.22,15,2023,6,Jun,46-55,True
316,2023-04-22,2023-04-25,CUST316,Female,48,West,Clothing,Express,2,25,0.0,50,50.0,27.5,70.52,-48.02,-96.04,1,2023,4,Apr,46-55,True
318,2023-10-24,2023-10-26,CUST318,Male,61,North,Clothing,Standard,1,25,15.0,25,21.25,11.69,14.71,-5.15,-24.24,11,2023,10,Oct,56-64,True
319,2023-10-05,2023-10-06,CUST319,Male,31,East,Clothing,Standard,1,500,20.0,500,400.0,220.0,15.17,164.83,41.21,10,2023,10,Oct,26-35,False
320,2023-02-01,2023-02-04,CUST320,Female,28,South,Electronics,Standard,4,300,0.0,1200,1200.0,744.0,59.95,396.05,33.0,9,2023,2,Feb,26-35,False
322,2023-01-30,2023-02-01,CUST322,Male,51,North,Electronics,Standard,1,500,0.0,500,500.0,310.0,20.14,169.86,33.97,7,2023,1,Jan,46-55,False
323,2023-01-26,2023-01-28,CUST323,Female,29,West,Beauty,Standard,3,300,20.0,900,720.0,345.6,55.0,319.4,44.36,6,2023,1,Jan,26-35,False
324,2023-10-27,2023-10-29,CUST324,Female,52,South,Electronics,Standard,3,50,15.0,150,127.5,79.05,39.78,8.67,6.8,7,2023,10,Oct,46-55,True
326,2023-09-15,2023-09-18,CUST326,Female,18,South,Clothing,Economy,3,25,15.0,75,63.75,35.06,34.79,-6.1,-9.57,14,2023,9,Sep,18-25,True
327,2023-09-29,2023-10-02,CUST327,Male,57,East,Electronics,Standard,3,50,0.0,150,150.0,93.0,65.88,-8.88,-5.92,6,2023,9,Sep,56-64,True
328,2023-03-22,2023-03-24,CUST328,Male,39,East,Beauty,Standard,2,50,20.0,100,80.0,38.4,16.05,25.55,31.94,6,2023,3,Mar,36-45,False
330,2023-09-18,2023-09-20,CUST330,Female,25,West,Beauty,Express,4,50,5.0,200,190.0,91.2,128.18,-29.38,-15.46,1,2023,9,Sep,18-25,True
331,2023-02-11,2023-02-12,CUST331,Male,28,North,Electronics,Standard,3,30,10.0,90,81.0,50.22,37.14,-6.36,-7.85,6,2023,2,Feb,26-35,True
332,2023-04-06,2023-04-08,CUST332,Male,58,North,Electronics,Express,4,300,5.0,1200,1140.0,706.8,129.52,303.68,26.64,2,2023,4,Apr,56-64,True
333,2023-02-05,2023-02-06,CUST333,Female,54,West,Electronics,Standard,4,300,0.0,1200,1200.0,744.0,73.06,382.94,31.91,8,2023,2,Feb,46-55,False
334,2023-11-01,2023-11-03,CUST334,Male,31,East,Electronics,Standard,3,300,5.0,900,855.0,530.1,59.02,265.88,31.1,10,2023,11,Nov,26-35,False
335,2023-02-04,2023-02-07,CUST335,Female,47,South,Beauty,Express,4,30,20.0,120,96.0,46.08,138.32,-88.4,-92.08,1,2023,2,Feb,46-55,True
336,2023-12-12,2023-12-15,CUST336,Female,52,West,Beauty,Express,3,50,0.0,150,150.0,72.0,136.06,-58.06,-38.71,1,2023,12,Dec,46-55,True
337,2023-05-01,2023-05-03,CUST337,Male,38,North,Clothing,Economy,1,500,0.0,500,500.0,275.0,7.11,217.89,43.58,13,2023,5,May,36-45,False
338,2023-07-26,2023-07-29,CUST338,Male,54,East,Beauty,Standard,2,50,15.0,100,85.0,40.8,28.55,15.65,18.41,6,2023,7,Jul,46-55,True
340,2023-10-19,2023-10-22,CUST340,Female,36,West,Clothing,Priority,4,300,10.0,1200,1080.0,594.0,117.25,368.75,34.14,3,2023,10,Oct,36-45,False
341,2023-05-07,2023-05-08,CUST341,Male,31,East,Clothing,Standard,4,50,0.0,200,200.0,110.0,83.08,6.92,3.46,7,2023,5,May,26-35,True
342,2023-10-24,2023-10-27,CUST342,Female,43,West,Clothing,Priority,4,500,15.0,2000,1700.0,935.0,79.67,685.33,40.31,5,2023,10,Oct,36-45,False
343,2023-11-01,2023-11-02,CUST343,Male,21,East,Electronics,Standard,2,25,25.0,50,37.5,23.25,18.73,-4.48,-11.95,6,2023,11,Nov,18-25,True
344,2023-01-21,2023-01-23,CUST344,Female,42,South,Beauty,Economy,1,30,0.0,30,30.0,14.4,6.19,9.41,31.37,19,2023,1,Jan,36-45,False
345,2023-11-14,2023-11-17,CUST345,Male,62,East,Electronics,Standard,1,30,15.0,30,25.5,15.81,24.01,-14.32,-56.16,8,2023,11,Nov,56-64,True
346,2023-02-11,2023-02-14,CUST346,Male,59,East,Clothing,Express,2,500,15.0,1000,850.0,467.5,113.49,269.01,31.65,2,2023,2,Feb,56-64,False
347,2023-08-03,2023-08-06,CUST347,Male,42,East,Electronics,Standard,1,25,15.0,25,21.25,13.18,19.54,-11.47,-53.98,6,2023,8,Aug,36-45,True
348,2023-12-03,2023-12-05,CUST348,Female,35,West,Electronics,Economy,2,300,0.0,600,600.0,372.0,12.51,215.49,35.92,13,2023,12,Dec,26-35,False
349,2023-10-26,2023-10-27,CUST349,Female,57,West,Beauty,Express,1,50,25.0,50,37.5,18.0,53.75,-34.25,-91.33,1,2023,10,Oct,56-64,True
351,2023-09-25,2023-09-28,CUST351,Female,56,West,Clothing,Standard,3,30,5.0,90,85.5,47.03,56.44,-17.97,-21.02,10,2023,9,Sep,56-64,True
352,2023-06-11,2023-06-13,CUST352,Male,57,North,Electronics,Priority,2,500,15.0,1000,850.0,527.0,85.32,237.68,27.96,5,2023,6,Jun,56-64,True
353,2023-05-14,2023-05-16,CUST353,Male,31,North,Electronics,Standard,1,500,0.0,500,500.0,310.0,18.41,171.59,34.32,10,2023,5,May,26-35,False
354,2023-04-15,2023-04-17,CUST354,Female,49,West,Beauty,Economy,4,50,20.0,200,160.0,76.8,43.45,39.75,24.84,11,2023,4,Apr,46-55,True
355,2023-12-09,2023-12-11,CUST355,Female,55,West,Electronics,Standard,1,500,10.0,500,450.0,279.0,20.31,150.69,33.49,10,2023,12,Dec,46-55,False
356,2023-06-10,2023-06-12,CUST356,Male,50,East,Electronics,Standard,3,500,0.0,1500,1500.0,930.0,30.15,539.85,35.99,6,2023,6,Jun,46-55,False
357,2023-05-03,2023-05-04,CUST357,Female,40,South,Electronics,Standard,3,25,0.0,75,75.0,46.5,70.03,-41.53,-55.37,10,2023,5,May,36-45,True
358,2023-05-16,2023-05-17,CUST358,Female,32,West,Beauty,Express,1,300,0.0,300,300.0,144.0,32.66,123.34,41.11,2,2023,5,May,26-35,False
359,2023-07-22,2023-07-23,CUST359,Male,50,North,Clothing,Express,1,50,0.0,50,50.0,27.5,51.36,-28.86,-57.72,1,2023,7,Jul,46-55,True
